ProductId,ID
100077826083,20606553382
100077826083,20606553812
100077826083,20661754876
100077826083,20620352564
100077826083,20680311181
100077826083,20633316090
100077826083,20104361973
100077826083,20059407589
100077826083,20273373730
100077826083,20218877947
100077826083,20139434014
100077826083,20618000457
100077826083,20567171225
100077826083,20670189198
100077826083,20657022242
100077826083,20481034916
100077826083,20011289429
100077826083,19265326432
100077826083,20138744343
100077826083,20492549020
10088280785946,20641574687
10088280785946,20662663730
10088280785946,20641768853
10088280785946,20652984379
10088280785946,20122784001
10088280785946,20106207313
10088280785946,20069847537
10088280785946,20696394752
10088280785946,20484496919
10088280785946,20681125286
10088280785946,20701549855
10088280785946,20673308397
10088280785946,20192490748
10088280785946,20486166109
10088280785946,20635310376
10088280785946,20558061157
10088280785946,20648218991
10088280785946,20666207252
10088280785946,20629767892
10088280785946,20692233687
100002242945,20662130402
100002242945,20681668556
100002242945,20694275653
100002242945,20683939041
100002242945,20675252934
100002242945,20410064512
100002242945,20472443931
100002242945,20543718522
100002242945,20380139054
100002242945,20467268413
100002242945,20528232603
100002242945,20527274450
100002242945,20479709951
100002242945,19998370776
100002242945,19990023942
100002242945,20183314069
100002242945,12867637967
100002242945,19982550772
100002242945,20106468981
100002242945,20333705013
100055638847,20611551698
100055638847,20658153377
100055638847,20652287637
100055638847,20684485016
100055638847,20646909322
100055638847,20658473829
100055638847,20616683433
100055638847,20620242030
100055638847,20600252690
100055638847,20604980086
100055638847,20696558741
100055638847,20686510117
100055638847,20651342889
100055638847,20603076620
100055638847,20692319820
100055638847,20696433408
100055638847,17017089998
100055638847,20598579078
100055638847,20648149811
100055638847,20620788906
100068419111,20650404137
100068419111,20602208039
100068419111,20697331078
100068419111,20603033809
100068419111,20626955866
100068419111,20664053113
100068419111,20681146352
100068419111,20636972337
100068419111,20666457351
100068419111,20625322103
100068419111,20640794849
100068419111,20651055365
100068419111,20596541366
100068419111,20618122764
100068419111,20625860453
100068419111,20676670056
100068419111,20640082602
100068419111,20680124972
100068419111,16263446217
100068419111,20693921903
100080173467,20620242119
100080173467,20612471270
100080173467,20611083847
100080173467,20596902575
100080173467,20685876897
100080173467,20611693621
100080173467,20602796738
100080173467,20687652692
100080173467,20693563432
100080173467,20694463865
100080173467,20598477604
100080173467,20684031898
100080173467,20604826484
100080173467,20685221009
100080173467,20619217342
100080173467,20598352443
100080173467,20619280519
100080173467,17450458224
100080173467,20612387203
100080173467,20610332828
100061121082,20696021264
100061121082,20616950728
100061121082,20608854719
100061121082,20660900214
100061121082,20655459977
