pid,param1,param2,param3
100102802418,2,显卡型号,集成显卡
100102802418,2,内存容量,16GB
100102802418,2,类型,单主机
100102802418,2,适用场景,商用
100003124872,1,品牌,先马（SAMA）
100003124872,2,商品名称,先马坦克3
100003124872,2,商品编号,100003124872
100003124872,2,商品毛重,7.26kg
100003124872,2,商品产地,中国大陆
100003124872,2,水冷类型,280冷排，240冷排，120冷排
100003124872,2,体型,中型机箱（中塔机箱）
100003124872,2,机箱类型,玻璃侧透机箱，异形机箱
100003124872,2,机箱重量,5-8kg
100003124872,2,颜色,黑色
100003124872,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100064697452,1,品牌,长城（Great Wall）
100064697452,2,商品名称,长城X3W
100064697452,2,商品编号,100064697452
100064697452,2,商品毛重,6.2kg
100064697452,2,商品产地,中国大陆
100064697452,2,水冷类型,360冷排，280冷排，120冷排
100064697452,2,体型,小型机箱
100064697452,2,机箱类型,玻璃侧透机箱
100064697452,2,机箱重量,5-8kg
100064697452,2,RGB光控,不支持RGB光控
100064697452,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100064697452,2,颜色,白色
100008489620,1,品牌,爱国者（aigo）
100008489620,2,商品名称,爱国者爱国者（aigo）YOGO M3黑色 游戏药丸全侧透MINI玻璃机箱
100008489620,2,商品编号,100008489620
100008489620,2,商品毛重,5.9kg
100008489620,2,商品产地,中国大陆
100008489620,2,水冷类型,240冷排，120冷排
100008489620,2,体型,小型机箱
100008489620,2,机箱重量,5-8kg
100008489620,2,颜色,黑色
100008489620,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100008489620,2,RGB光控,支持RGB光控
100071661313,1,品牌,金河田（Golden field）
100071661313,2,商品名称,金河田FM01
100071661313,2,商品编号,100071661313
100071661313,2,商品毛重,5.61kg
100071661313,2,商品产地,中国大陆
100071661313,2,体型,中型机箱（中塔机箱）
100071661313,2,机箱类型,玻璃侧透机箱
100071661313,2,机箱重量,5-8kg
100071661313,2,支持主板,ATX（标准型），M-ATX（紧凑型）
100071661313,2,RGB光控,不支持RGB光控
100071661313,2,颜色,黑色
100075776271,1,品牌,Thermaltake（Tt）
100075776271,2,商品名称,Thermaltake（Tt）CA-1C4-00M1WN-01
100075776271,2,商品编号,100075776271
100075776271,2,商品毛重,7.62kg
100075776271,2,商品产地,中国大陆
100075776271,2,水冷类型,360冷排，280冷排，240冷排
100075776271,2,体型,大型机箱（全塔机箱）
100075776271,2,机箱类型,玻璃侧透机箱
100075776271,2,机箱重量,5-8kg
100075776271,2,RGB光控,不支持RGB光控
100075776271,2,颜色,黑色
100075776271,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100102802430,1,品牌,戴尔（DELL）
100102802430,2,商品名称,戴尔（DELL）OptiPlex7010MFF
100102802430,2,商品编号,100102802430
100102802430,2,商品毛重,2.09kg
100102802430,2,商品产地,中国大陆
100102802430,2,屏幕尺寸,无显示器
100102802430,2,系列,戴尔-OptiPlex
100102802430,2,支持IPv6,支持IPv6
100102802430,2,系统,Windows 11家庭中文版
100102802430,2,机箱大小,3L以下
100102802430,2,处理器,intel i3
100102802430,2,硬盘容量,480GB/512GB SSD+1TB HDD
100102802430,2,显卡型号,集成显卡
100102802430,2,内存容量,16GB
100102802430,2,类型,单主机
100102802430,2,适用场景,商用
100000805286,1,品牌,Thermaltake（Tt）
100000805286,2,商品名称,Thermaltake（Tt）CA-1H3-00M1WN-01
100000805286,2,商品编号,100000805286
100000805286,2,商品毛重,4.95kg
100000805286,2,商品产地,中国大陆
100000805286,2,水冷类型,240冷排，120冷排
100000805286,2,体型,中型机箱（中塔机箱）
100000805286,2,机箱重量,<5kg
100000805286,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100000805286,2,颜色,黑色
100060265001,1,品牌,鑫谷（segotep）
100060265001,2,商品名称,鑫谷阔斧5白色电脑机箱
100060265001,2,商品编号,100060265001
100060265001,2,商品毛重,5.05kg
100060265001,2,商品产地,中国大陆
100060265001,2,水冷类型,280冷排，240冷排，120冷排
100060265001,2,体型,中型机箱（中塔机箱）
100060265001,2,机箱类型,玻璃侧透机箱
100060265001,2,机箱重量,5-8kg
100060265001,2,颜色,白色
100060265001,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
10092693193477,1,品牌,EVESKY
10092693193477,2,商品名称,EVESKY全景房SE
10092693193477,2,商品编号,10092693193477
10092693193477,2,店铺,晨惠电脑配件专营店
10092693193477,2,商品毛重,5.0kg
10092693193477,2,商品产地,中国大陆
10092693193477,2,水冷类型,120冷排
10092693193477,2,机箱重量,<5kg
10092693193477,2,机箱类型,玻璃侧透机箱
10092693193477,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100014680488,1,品牌,长城（Great Wall）
100014680488,2,商品名称,长城R-25
100014680488,2,商品编号,100014680488
100014680488,2,商品毛重,3.62kg
100014680488,2,商品产地,中国大陆
100014680488,2,水冷类型,不支持
100014680488,2,体型,小型机箱
100014680488,2,机箱类型,复古机箱（带光驱位）
100014680488,2,机箱重量,<5kg
100014680488,2,RGB光控,不支持RGB光控
100014680488,2,颜色,黑色
100014680488,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100081135776,1,品牌,乔思伯（JONSBO）
100081135776,2,商品名称,乔思伯Z20黑色
100081135776,2,商品编号,100081135776
100081135776,2,商品毛重,6.44kg
100081135776,2,商品产地,中国大陆
100081135776,2,水冷类型,240冷排
100081135776,2,体型,小型机箱
100081135776,2,机箱类型,玻璃侧透机箱
100081135776,2,机箱重量,5-8kg
100081135776,2,颜色,黑色
100081135776,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100102802430,1,品牌,戴尔（DELL）
100102802430,2,商品名称,戴尔（DELL）OptiPlex7010MFF
100102802430,2,商品编号,100102802430
100102802430,2,商品毛重,2.09kg
100102802430,2,商品产地,中国大陆
100102802430,2,屏幕尺寸,无显示器
100102802430,2,系列,戴尔-OptiPlex
100102802430,2,支持IPv6,支持IPv6
100102802430,2,系统,Windows 11家庭中文版
100102802430,2,机箱大小,3L以下
100102802430,2,处理器,intel i3
100102802430,2,硬盘容量,480GB/512GB SSD+1TB HDD
100102802430,2,显卡型号,集成显卡
100102802430,2,内存容量,16GB
100102802430,2,类型,单主机
100102802430,2,适用场景,商用
100080559492,1,品牌,爱国者（aigo）
100080559492,2,商品名称,爱国者星璨 岫 黑色
100080559492,2,商品编号,100080559492
100080559492,2,商品毛重,8.62kg
100080559492,2,商品产地,中国大陆
100080559492,2,水冷类型,360冷排，280冷排，240冷排，120冷排
100080559492,2,体型,小型机箱
100080559492,2,机箱重量,8-12kg
100080559492,2,RGB光控,不支持RGB光控
100080559492,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100080559492,2,颜色,黑色
100099892072,1,品牌,先马（SAMA）
100099892072,2,商品名称,先马 朱雀5（黑）
100099892072,2,商品编号,100099892072
100099892072,2,商品毛重,7.83kg
100099892072,2,商品产地,中国大陆
100099892072,2,水冷类型,360冷排，280冷排，240冷排，120冷排
100099892072,2,体型,中型机箱（中塔机箱）
100099892072,2,机箱类型,玻璃侧透机箱，异形机箱
100099892072,2,机箱重量,5-8kg
100099892072,2,颜色,黑色
100099892072,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
10068777981424,1,品牌,EVESKY
10068777981424,2,商品名称,EVESKY海景房MINI
10068777981424,2,商品编号,10068777981424
10068777981424,2,店铺,科仁电脑配件专营店
10068777981424,2,商品毛重,5.0kg
10068777981424,2,商品产地,中国大陆
10068777981424,2,水冷类型,240冷排，120冷排
10068777981424,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
10068777981424,2,机箱类型,玻璃侧透机箱
10068777981424,2,机箱重量,<5kg
10067957775745,1,品牌,EVESKY
10067957775745,2,商品名称,EVESKY泰坦PRO
10067957775745,2,商品编号,10067957775745
10067957775745,2,店铺,晨惠电脑配件专营店
10067957775745,2,商品毛重,4.0kg
10067957775745,2,商品产地,中国大陆
10067957775745,2,水冷类型,120冷排
10067957775745,2,机箱重量,<5kg
10067957775745,2,机箱类型,亚克力侧透机箱
10067957775745,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100005212883,1,品牌,爱国者（aigo）
100005212883,2,商品名称,爱国者黑曼巴F1 电脑机箱 黑色
100005212883,2,商品编号,100005212883
100005212883,2,商品毛重,6.9kg
100005212883,2,商品产地,中国大陆
100005212883,2,水冷类型,360冷排，280冷排，240冷排，120冷排
100005212883,2,体型,中型机箱（中塔机箱）
100005212883,2,机箱重量,5-8kg
100005212883,2,RGB光控,不支持RGB光控
100005212883,2,颜色,黑色
100005212883,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
10085826471794,1,品牌,联想（Lenovo）
10085826471794,2,商品名称,联想（Lenovo）联想台式机
10085826471794,2,商品编号,10085826471794
10085826471794,2,商品毛重,5.3kg
10085826471794,2,货号,联想(Lenovo)
10085826471794,2,内存容量,16GB
10085826471794,2,系列,无
10085826471794,2,类型,主机+显示器
10085826471794,2,优选服务,上门服务，三年质保，7*24H咨询
10085826471794,2,机箱大小,10-20L
10085826471794,2,处理器,intel i5
10085826471794,2,硬盘容量,512GB SSD
10085826471794,2,系统,Windows 11
10085826471794,2,显卡型号,集成显卡
10085826471794,2,屏幕尺寸,无显示器
10085826471794,2,支持IPv6,支持IPv6
10085826471794,2,适用场景,商用
100047184484,1,品牌,影驰
100047184484,2,商品名称,影驰引力波
100047184484,2,商品编号,100047184484
100047184484,2,商品毛重,3.95kg
100047184484,2,商品产地,中国大陆
100047184484,2,水冷类型,240冷排
100047184484,2,体型,中型机箱（中塔机箱）
100047184484,2,机箱类型,玻璃侧透机箱
100047184484,2,机箱重量,<5kg
100047184484,2,支持主板,ATX（标准型），M-ATX（紧凑型）
100047184484,2,颜色,黑色
100039516367,1,品牌,先马（SAMA）
100039516367,2,商品名称,先马 平头哥M2 Air 雪装
100039516367,2,商品编号,100039516367
100039516367,2,商品毛重,3.95kg
100039516367,2,商品产地,中国大陆
100039516367,2,水冷类型,240冷排，120冷排
100039516367,2,体型,小型机箱
100039516367,2,机箱类型,异形机箱
100039516367,2,颜色,白色
100039516367,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100065711060,1,品牌,鑫谷（segotep）
100065711060,2,商品名称,鑫谷无尽1（酷黑）宽体电脑机箱
100065711060,2,商品编号,100065711060
100065711060,2,商品毛重,5.3kg
100065711060,2,商品产地,中国大陆
100065711060,2,水冷类型,240冷排，120冷排
100065711060,2,体型,中型机箱（中塔机箱）
100065711060,2,机箱类型,亚克力侧透机箱，玻璃侧透机箱
100065711060,2,机箱重量,5-8kg
100065711060,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100065711060,2,颜色,黑色
100066942090,1,品牌,半岛铁盒（PADO）
100066942090,2,商品名称,半岛铁盒半岛铁盒Q16机箱
100066942090,2,商品编号,100066942090
100066942090,2,商品毛重,3.25kg
100066942090,2,商品产地,中国大陆
100066942090,2,颜色,黑色
100066942090,2,体型,小型机箱
100066942090,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100066942090,2,机箱重量,<5kg
100051773940,1,品牌,爱国者（aigo）
100051773940,2,商品名称,爱国者F70 白
100051773940,2,商品编号,100051773940
100051773940,2,商品毛重,8.2kg
100051773940,2,商品产地,中国大陆
100051773940,2,水冷类型,360冷排，240冷排，120冷排
100051773940,2,体型,中型机箱（中塔机箱）
100051773940,2,机箱重量,5-8kg
100051773940,2,RGB光控,不支持RGB光控
100051773940,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100051773940,2,颜色,黑色
100053395862,1,品牌,戴尔（DELL）
100053395862,2,商品名称,戴尔OptiPlex
100053395862,2,商品编号,100053395862
100053395862,2,商品毛重,5.0kg
100053395862,2,商品产地,中国大陆
100053395862,2,屏幕尺寸,23-25英寸
100053395862,2,系列,戴尔-OptiPlex
100053395862,2,支持IPv6,支持IPv6
100053395862,2,优选服务,三年质保
100053395862,2,机箱大小,3-9.9L
100053395862,2,处理器,intel i7
100053395862,2,系统,Windows 11家庭中文版
100053395862,2,硬盘容量,1TB SSD
100053395862,2,内存容量,16GB
100053395862,2,显卡型号,其他
100053395862,2,类型,主机+显示器
100053395862,2,特性,拆机保修
100053395862,2,适用场景,商用
100066574270,1,品牌,先马（SAMA）
100066574270,2,商品名称,先马 平头哥M2 Pro（白）
100066574270,2,商品编号,100066574270
100066574270,2,商品毛重,5.17kg
100066574270,2,商品产地,中国大陆
100066574270,2,水冷类型,360冷排，240冷排，120冷排
100066574270,2,体型,中型机箱（中塔机箱）
100066574270,2,机箱类型,玻璃侧透机箱，异形机箱
100066574270,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100066574270,2,颜色,白色
100086308839,1,品牌,游戏悍将
100086308839,2,商品名称,游戏悍将麒麟X1
100086308839,2,商品编号,100086308839
100086308839,2,商品毛重,10.0kg
100086308839,2,商品产地,中国大陆
100086308839,2,水冷类型,360冷排，240冷排，120冷排
100086308839,2,体型,中型机箱（中塔机箱）
100086308839,2,机箱类型,玻璃侧透机箱
100086308839,2,机箱重量,8-12kg
100086308839,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100012412955,1,品牌,微星（MSI）
100012412955,2,商品名称,微星PAG SHIELD 100L
100012412955,2,商品编号,100012412955
100012412955,2,商品毛重,3.96kg
100012412955,2,商品产地,中国
100012412955,2,水冷类型,240冷排
100012412955,2,体型,中型机箱（中塔机箱）
100012412955,2,机箱类型,亚克力侧透机箱
100012412955,2,机箱重量,<5kg
100012412955,2,RGB光控,不支持RGB光控
100012412955,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100012412955,2,颜色,黑色
100008177989,1,品牌,航嘉（Huntkey）
100008177989,2,商品名称,航嘉GS400C
100008177989,2,商品编号,100008177989
100008177989,2,商品毛重,3.96kg
100008177989,2,商品产地,中国大陆
100008177989,2,货号,6946333011020
100008177989,2,水冷类型,120冷排
100008177989,2,体型,中型机箱（中塔机箱）
100008177989,2,机箱重量,<5kg
100008177989,2,颜色,黑色
100008177989,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100014515274,1,品牌,长城（Great Wall）
100014515274,2,商品名称,长城R-41
100014515274,2,商品编号,100014515274
100014515274,2,商品毛重,5.04kg
100014515274,2,商品产地,中国大陆
100014515274,2,水冷类型,不支持
100014515274,2,体型,中型机箱（中塔机箱）
100014515274,2,机箱类型,复古机箱（带光驱位）
100014515274,2,机箱重量,<5kg
100014515274,2,RGB光控,不支持RGB光控
100014515274,2,颜色,黑色
100014515274,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100102737288,1,品牌,戴尔（DELL）
100102737288,2,商品名称,戴尔（DELL）OptiPlex7010MFF
100102737288,2,商品编号,100102737288
100102737288,2,商品毛重,2.09kg
100102737288,2,商品产地,中国大陆
100102737288,2,屏幕尺寸,无显示器
100102737288,2,系列,戴尔-OptiPlex
100102737288,2,支持IPv6,支持IPv6
100102737288,2,系统,Windows 11家庭中文版
100102737288,2,机箱大小,3L以下
100102737288,2,处理器,intel i5
100102737288,2,硬盘容量,512GB SSD
100102737288,2,显卡型号,集成显卡
100102737288,2,内存容量,16GB
100102737288,2,类型,单主机
100102737288,2,适用场景,商用
100076636609,1,品牌,航嘉（Huntkey）
100076636609,2,商品名称,航嘉S980龙卷风白色全景版海景房机箱
100076636609,2,商品编号,100076636609
100076636609,2,商品毛重,7.98kg
100076636609,2,商品产地,中国大陆
100076636609,2,货号, 6946333015592
100076636609,2,水冷类型,360冷排
100076636609,2,体型,中型机箱（中塔机箱）
100076636609,2,机箱重量,5-8kg
100076636609,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100076636609,2,颜色,白色
100011074364,1,品牌,大水牛（BUBALUS）
100011074364,2,商品名称,大水牛飓风机箱
100011074364,2,商品编号,100011074364
100011074364,2,商品毛重,3.4kg
100011074364,2,商品产地,中国大陆
100011074364,2,水冷类型,120冷排
100011074364,2,体型,小型机箱
100011074364,2,机箱类型,玻璃侧透机箱
100011074364,2,机箱重量,<5kg
100011074364,2,RGB光控,不支持RGB光控
100011074364,2,颜色,黑色
100011074364,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100031104600,1,品牌,长城（Great Wall）
100031104600,2,商品名称,长城K03A
100031104600,2,商品编号,100031104600
100031104600,2,商品毛重,1.0kg
100031104600,2,商品产地,中国大陆
100031104600,2,水冷类型,120冷排
100031104600,2,体型,小型机箱
100031104600,2,机箱类型,玻璃侧透机箱
100031104600,2,机箱重量,<5kg
100031104600,2,RGB光控,不支持RGB光控
100031104600,2,颜色,黑色
100031104600,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100034101634,1,品牌,先马（SAMA）
100034101634,2,商品名称,先马原神 钛灰
100034101634,2,商品编号,100034101634
100034101634,2,商品毛重,8.57kg
100034101634,2,商品产地,中国大陆
100034101634,2,水冷类型,360冷排，280冷排，240冷排，120冷排
100034101634,2,体型,中型机箱（中塔机箱）
100034101634,2,机箱类型,玻璃侧透机箱
100034101634,2,颜色,灰色
100034101634,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100058058754,1,品牌,长城（Great Wall）
100058058754,2,商品名称,长城硬汉M100
100058058754,2,商品编号,100058058754
100058058754,2,商品毛重,7.09kg
100058058754,2,商品产地,中国大陆
100058058754,2,水冷类型,360冷排，280冷排，240冷排，120冷排
100058058754,2,体型,大型机箱（全塔机箱）
100058058754,2,机箱类型,复古机箱（带光驱位）
100058058754,2,机箱重量,5-8kg
100058058754,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型）
100058058754,2,RGB光控,不支持RGB光控
100058058754,2,颜色,黑色
100070124941,1,品牌,ROG
100070124941,2,商品名称,ROG冰刃X
100070124941,2,商品编号,100070124941
100070124941,2,商品毛重,11.58kg
100070124941,2,商品产地,中国大陆
100070124941,2,屏幕尺寸,无显示器
100070124941,2,能效等级,一级能效
100070124941,2,支持IPv6,支持IPv6
100070124941,2,系统,Windows 11
100070124941,2,机箱大小,10-20L
100070124941,2,处理器,intel i7
100070124941,2,硬盘容量,1TB SSD
100070124941,2,内存容量,32GB
100070124941,2,显卡型号,RTX 4070
100070124941,2,类型,单主机
100070124941,2,系列,ROG-玩家电竞系列
100070124941,2,适用场景,游戏电竞
100046750788,1,品牌,大水牛（BUBALUS）
100046750788,2,商品名称,大水牛守护者S303 黑色
100046750788,2,商品编号,100046750788
100046750788,2,商品毛重,7.94kg
100046750788,2,商品产地,中国大陆
100046750788,2,水冷类型,360冷排，280冷排，240冷排，120冷排
100046750788,2,体型,中型机箱（中塔机箱）
100046750788,2,机箱类型,玻璃侧透机箱
100046750788,2,机箱重量,5-8kg
100046750788,2,RGB光控,不支持RGB光控
100046750788,2,颜色,黑色
100046750788,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100076525221,1,品牌,半岛铁盒（PADO）
100076525221,2,商品名称,半岛铁盒应龙360 黑色
100076525221,2,商品编号,100076525221
100076525221,2,商品毛重,7.2kg
100076525221,2,商品产地,中国大陆
100076525221,2,水冷类型,360冷排，240冷排
100076525221,2,体型,中型机箱（中塔机箱）
100076525221,2,机箱类型,玻璃侧透机箱
100076525221,2,机箱重量,5-8kg
100076525221,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100076525221,2,颜色,黑色
100058330009,1,品牌,爱国者（aigo）
100058330009,2,商品名称,爱国者 镜mini 黑色
100058330009,2,商品编号,100058330009
100058330009,2,商品毛重,7.8kg
100058330009,2,商品产地,中国大陆
100058330009,2,水冷类型,360冷排，280冷排，240冷排，120冷排
100058330009,2,体型,小型机箱
100058330009,2,机箱重量,5-8kg
100058330009,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100058330009,2,颜色,黑色
100055638847,1,品牌,长城（Great Wall）
100055638847,2,商品名称,长城本色K15
100055638847,2,商品编号,100055638847
100055638847,2,商品毛重,4.89kg
100055638847,2,商品产地,中国大陆
100055638847,2,水冷类型,280冷排，240冷排，120冷排
100055638847,2,体型,中型机箱（中塔机箱）
100055638847,2,机箱类型,玻璃侧透机箱
100055638847,2,机箱重量,<5kg
100055638847,2,RGB光控,不支持RGB光控
100055638847,2,颜色,黑色
100055638847,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100034202036,1,品牌,长城（Great Wall）
100034202036,2,商品名称,长城阿基米德KM9 PRO
100034202036,2,商品编号,100034202036
100034202036,2,商品毛重,8.0kg
100034202036,2,商品产地,中国大陆
100034202036,2,水冷类型,360冷排，280冷排
100034202036,2,体型,大型机箱（全塔机箱）
100034202036,2,机箱类型,玻璃侧透机箱
100034202036,2,机箱重量,5-8kg
100034202036,2,颜色,灰色
100034202036,2,RGB光控,支持RGB光控
100034202036,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100059407389,1,品牌,戴尔（DELL）
100059407389,2,商品名称,戴尔OptiPlex
100059407389,2,商品编号,100059407389
100059407389,2,商品毛重,5.0kg
100059407389,2,商品产地,中国大陆
100059407389,2,内存容量,16GB
100059407389,2,系列,戴尔-OptiPlex
100059407389,2,支持IPv6,支持IPv6
100059407389,2,优选服务,三年质保
100059407389,2,机箱大小,3-9.9L
100059407389,2,处理器,intel i7
100059407389,2,屏幕尺寸,27英寸及以上
100059407389,2,硬盘容量,480GB/512GB SSD+1TB HDD
100059407389,2,系统,Windows 11家庭中文版
100059407389,2,显卡型号,RX 640
100059407389,2,类型,主机+显示器
100059407389,2,特性,拆机保修
100059407389,2,适用场景,商用
100070726666,1,品牌,玩嘉
100070726666,2,商品名称,玩嘉孤勇者PRO黑
100070726666,2,商品编号,100070726666
100070726666,2,商品毛重,8.64kg
100070726666,2,商品产地,中国大陆
100070726666,2,水冷类型,360冷排，240冷排，120冷排
100070726666,2,体型,大型机箱（全塔机箱）
100070726666,2,机箱类型,玻璃侧透机箱，异形机箱
100070726666,2,机箱重量,5-8kg
100070726666,2,颜色,黑色
100070726666,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
3031296,1,品牌,大水牛（BUBALUS）
3031296,2,商品名称,大水牛瑞博黑色
3031296,2,商品编号,3031296
3031296,2,商品毛重,3.5kg
3031296,2,商品产地,中国大陆
3031296,2,水冷类型,不支持
3031296,2,体型,中型机箱（中塔机箱）
3031296,2,机箱类型,复古机箱（带光驱位）
3031296,2,机箱重量,<5kg
3031296,2,RGB光控,不支持RGB光控
3031296,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
3031296,2,颜色,黑色
100093793332,1,品牌,游戏悍将
100093793332,2,商品名称,游戏悍将OMG-MATX黑红色
100093793332,2,商品编号,100093793332
100093793332,2,商品毛重,4.92kg
100093793332,2,商品产地,中国大陆
100093793332,2,水冷类型,240冷排，120冷排
100093793332,2,体型,小型机箱
100093793332,2,机箱类型,玻璃侧透机箱
100093793332,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100017472520,1,品牌,安钛克（Antec）
100017472520,2,商品名称,安钛克DF 700 Flux
100017472520,2,商品编号,100017472520
100017472520,2,商品毛重,8.8kg
100017472520,2,商品产地,中国大陆
100017472520,2,水冷类型,360冷排
100017472520,2,体型,中型机箱（中塔机箱）
100017472520,2,机箱类型,玻璃侧透机箱
100017472520,2,支持主板,ATX（标准型），M-ATX（紧凑型）
100017472520,2,RGB光控,支持RGB光控
100097569212,1,品牌,子意
100097569212,2,商品名称,子意嘉年华mini
100097569212,2,商品编号,100097569212
100097569212,2,商品毛重,5.32kg
100097569212,2,商品产地,中国大陆
100097569212,2,水冷类型,280冷排，240冷排，120冷排
100097569212,2,体型,MINI机箱
100097569212,2,机箱类型,玻璃侧透机箱
100097569212,2,机箱重量,5-8kg
100097569212,2,RGB光控,不支持RGB光控
100097569212,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
100097569212,2,颜色,白色
100069506382,1,品牌,ROG
100069506382,2,商品名称,ROG冰刃X
100069506382,2,商品编号,100069506382
100069506382,2,商品毛重,11.6kg
100069506382,2,商品产地,中国大陆
100069506382,2,屏幕尺寸,无显示器
100069506382,2,能效等级,一级能效
100069506382,2,类型,单主机
100069506382,2,系统,Windows 11
100069506382,2,机箱大小,10-20L
100069506382,2,处理器,intel i9
100069506382,2,硬盘容量,1TB SSD
100069506382,2,内存容量,32GB
100069506382,2,显卡型号,RTX 4070
100069506382,2,支持IPv6,支持IPv6
100069506382,2,系列,ROG-玩家电竞系列
100069506382,2,适用场景,游戏电竞
100048845579,1,品牌,玩嘉
100048845579,2,商品名称,玩嘉孤勇者MINI黑
100048845579,2,商品编号,100048845579
100048845579,2,商品毛重,5.2kg
100048845579,2,商品产地,中国大陆
100048845579,2,水冷类型,240冷排
100048845579,2,体型,MINI机箱
100048845579,2,机箱类型,玻璃侧透机箱，异形机箱
100048845579,2,机箱重量,<5kg
100048845579,2,颜色,黑色
100048845579,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
10083282980847,1,品牌,爱国者（aigo）
10083282980847,2,商品名称,爱国者（aigo）A15
10083282980847,2,商品编号,10083282980847
10083282980847,2,店铺,乾宇电脑配件专营店
10083282980847,2,商品毛重,5.0kg
10083282980847,2,商品产地,中国大陆
10083282980847,2,体型,中型机箱（中塔机箱）
10083282980847,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
10083282980847,2,颜色,黑色
100005592962,1,品牌,大水牛（BUBALUS）
100005592962,2,商品名称,大水牛商智U2
100005592962,2,商品编号,100005592962
100005592962,2,商品毛重,2.35kg
100005592962,2,商品产地,中国大陆
100005592962,2,水冷类型,不支持
100005592962,2,体型,小型机箱
100005592962,2,机箱类型,异形机箱
100005592962,2,机箱重量,<5kg
100005592962,2,RGB光控,不支持RGB光控
100005592962,2,颜色,黑色
100005592962,2,支持主板,M-ATX（紧凑型），MINI-ITX（迷你型）
10098287472619,1,品牌,EVESKY
10098287472619,2,商品名称,EVESKY坦克
10098287472619,2,商品编号,10098287472619
10098287472619,2,店铺,科仁电脑配件专营店
10098287472619,2,商品毛重,4.0kg
10098287472619,2,商品产地,中国大陆
10098287472619,2,水冷类型,240冷排，120冷排
10098287472619,2,体型,中型机箱（中塔机箱）
10098287472619,2,机箱类型,亚克力侧透机箱
10098287472619,2,机箱重量,<5kg
10098287472619,2,支持主板,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
100102760052,1,品牌,LIANLI
100102760052,2,商品名称,LIANLI L216
100102760052,2,商品编号,100102760052
100102760052,2,商品毛重,12.85kg
100102760052,2,商品产地,中国大陆
100102760052,2,水冷类型,360冷排，280冷排，240冷排，120冷排
100102760052,2,体型,中型机箱（中塔机箱）
100102760052,2,机箱类型,玻璃侧透机箱，异形机箱
100102760052,2,颜色,黑色
100102760052,2,支持主板,E-ATX（加强型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）
10067814697850,1,品牌,戴尔
10067814697850,2,商品名称,戴尔3000MFF
10067814697850,2,商品编号,10067814697850
10067814697850,2,店铺,戴尔南西专卖店
